# ћетэастанцы€ ћ≥нск, Ѕеларусь, WMO_ID=26850, выбарка з 19.09.2014 па 26.09.2015, Ґсе дн≥
#  адоҐка: ANSI
# ≤нфармацы€ прадастаҐлена сайтам "–эальны прагноз", rp5.by 
#  ал≥ ласка, пры выкарыстанн≥ даных, спасылайцес€ на названы сайт.
# јбазначэнн€ метэапараметраҐ гл€дзець па адрасу http://rp5.by/archive.php?wmo_id=26850&lang=be
#
"ћ€сцовы час Ґ горадзе ћ≥нск";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.09.2015 06:00";"9.6";"743.9";"764.8";"-0.6";"90";"Ўтыль, ветру н€ма";"0";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"10.0";"8.1";"";"";"";"";"";"";
"20.09.2015 03:00";"10.6";"744.5";"765.4";"0.0";"91";"Ўтыль, ветру н€ма";"0";"";"";"Ќ€ма воблакаҐ.";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"20.09.2015 00:00";"13.0";"744.5";"765.3";"0.1";"80";"Ўтыль, ветру н€ма";"0";"";"";"Ќ€ма воблакаҐ.";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"19.09.2015 21:00";"15.4";"744.4";"764.8";"0.3";"66";"¬ецер з паҐночнага захаду";"1";"";"";"60%.";" ";"";"";"";"21.8";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"15.0";"9.1";"—л€ды ападкаҐ";"12";"";"";"";"";
"19.09.2015 18:00";"20.4";"744.1";"764.2";"-0.2";"46";"¬ецер з захаду";"1";"";"";"70 Ц 80%.";" ";"";"";"";"";" учавы€ плоск≥€ або кучавы€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"20Ц30%.";"1000-1500";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"20.0";"8.4";"";"";"";"";"";"";
"19.09.2015 15:00";"20.1";"744.3";"764.4";"-0.9";"58";"¬ецер з захаду";"1";"";"";"70 Ц 80%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";" учавы€ плоск≥€ або кучавы€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"20Ц30%.";"1000-1500";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"11.5";"";"";"";"";"";"";
"19.09.2015 12:00";"17.6";"745.2";"765.6";"0.7";"74";"¬ецер з захаду";"1";"";"";"100%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"40%.";"600-1000";"¬ысокакучавы€, празрысты€ або шчыльны€ Ґ двух або больш сла€х або высокакучавы€ шчыльны€ Ґ адным слое, не распаҐсюджаны€ па небе, або высокакучавы€ з высокасла≥стым≥ або сла≥ста-дажджавым≥.";"";"15.0";"12.9";"";"";"";"";"";"";
"19.09.2015 09:00";"15.5";"744.5";"765.1";"0.2";"78";"Ўтыль, ветру н€ма";"0";"";"";"100%.";"ƒождж (незам€рзальны) нел≥Ґневы. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"12.8";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"60%.";"600-1000";"¬ысокакучавы€, празрысты€ або шчыльны€ Ґ двух або больш сла€х або высокакучавы€ шчыльны€ Ґ адным слое, не распаҐсюджаны€ па небе, або высокакучавы€ з высокасла≥стым≥ або сла≥ста-дажджавым≥.";"";"20.0";"11.7";"—л€ды ападкаҐ";"12";"";"";"";"";
"19.09.2015 06:00";"14.1";"744.3";"764.8";"-0.1";"83";"Ўтыль, ветру н€ма";"0";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"20Ц30%.";"1000-1500";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"20.0";"11.2";"";"";"";"";"";"";
"19.09.2015 03:00";"13.5";"744.4";"765.1";"0.8";"88";"Ўтыль, ветру н€ма";"0";"";"";"40%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"40%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"10.0";"11.5";"";"";"";"";"";"";
"19.09.2015 00:00";"15.3";"743.6";"764.1";"0.6";"79";"Ўтыль, ветру н€ма";"0";"";"";"Ќ€ма воблакаҐ.";" ";"";"";"";"";"";"";"";"";"";"20.0";"11.7";"";"";"";"";"";"";
"18.09.2015 21:00";"17.9";"743.0";"763.3";"1.0";"72";"Ўтыль, ветру н€ма";"0";"";"";"Ќ€ма воблакаҐ.";" ";"";"";"";"26.2";"";"";"";"";"";"20.0";"12.7";"";"";"";"";"";"";
"18.09.2015 18:00";"22.0";"742.0";"762.0";"1.6";"55";"¬ецер з захаду-паҐночна-захаду";"1";"";"";"20Ц30%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"15.0";"12.6";"";"";"";"";"";"";
"18.09.2015 15:00";"24.0";"740.4";"760.2";"2.6";"56";"¬ецер з захаду-паҐночна-захаду";"2";"";"";"70 Ц 80%.";" ";"";"";"";"";" учавы€ с€рэдн≥€ або магутны€ або разам з кучавым≥ разарваным≥, або з кучавым≥ плоск≥м≥, або са сла≥ста-кучавым≥, або без ≥х; падножжа Ґс≥х воблакаҐ знаходз≥цца на адным ҐзроҐн≥.";"50%.";"1000-1500";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"15.0";"14.7";"";"";"";"";"";"";
"18.09.2015 12:00";"25.1";"737.8";"757.6";"1.4";"59";"¬ецер з паҐднЄва-паҐднЄва-захаду";"2";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"10.0";"16.6";"";"";"";"";"";"";
"18.09.2015 09:00";"19.5";"736.4";"756.4";"0.4";"73";"¬ецер з поҐдн€";"2";"";"";"60%.";" ";"";"";"17.5";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"10.0";"14.4";"";"";"";"";"";"";
"18.09.2015 06:00";"18.3";"736.0";"756.1";"-0.4";"72";"¬ецер з паҐднЄвага Ґсходу";"1";"";"";"60%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"60%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"13.2";"";"";"";"";"";"";
"18.09.2015 03:00";"19.8";"736.4";"756.4";"-0.8";"68";"¬ецер з усходу";"1";"";"";"40%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"40%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"10.0";"13.7";"";"";"";"";"";"";
"18.09.2015 00:00";"21.1";"737.2";"757.1";"-0.3";"64";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"1";"";"";"60%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"60%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"14.0";"";"";"";"";"";"";
"17.09.2015 21:00";"23.0";"737.5";"757.2";"0.3";"57";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"60%.";" ";"";"";"";"25.8";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"60%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"14.1";"";"";"";"";"";"";
"17.09.2015 18:00";"24.5";"737.2";"756.9";"-0.3";"54";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"60%.";"1000-1500";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"14.6";"";"";"";"";"";"";
"17.09.2015 15:00";"25.0";"737.5";"757.1";"-0.6";"51";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"20Ц30%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"10%  або меньш, але не 0";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"15.0";"14.2";"";"";"";"";"";"";
"17.09.2015 12:00";"19.2";"738.1";"758.2";"-0.1";"63";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"1000-1500";"";"";"15.0";"12.0";"";"";"";"";"";"";
"17.09.2015 09:00";"15.2";"738.2";"758.5";"0.1";"74";"¬ецер з паҐднЄвага Ґсходу";"1";"";"";"100%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"Ћ≥вень (л≥Ґн≥).";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"14.4";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"600-1000";"";"";"20.0";"10.5";"1.0";"12";"";"";"";"";
"17.09.2015 06:00";"15.5";"738.1";"758.4";"-0.6";"69";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"1";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"70 Ц 80%.";"600-1000";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"9.7";"";"";"";"";"";"";
"17.09.2015 03:00";"15.3";"738.7";"759.0";"-0.8";"71";"¬ецер з паҐднЄвага Ґсходу";"2";"";"";"70 Ц 80%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"70 Ц 80%.";"600-1000";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"10.1";"";"";"";"";"";"";
